t logl dlogl ddlogl
1.337 -26.0733 -2.33852 1.54943
1.338 -26.0756 -2.33697 1.54768
1.339 -26.078 -2.33542 1.54594
1.34 -26.0803 -2.33388 1.5442
1.341 -26.0826 -2.33233 1.54247
1.342 -26.085 -2.33079 1.54073
1.343 -26.0873 -2.32925 1.539
1.344 -26.0896 -2.32771 1.53727
1.345 -26.0919 -2.32618 1.53555
1.346 -26.0943 -2.32464 1.53383
1.347 -26.0966 -2.32311 1.53211
1.348 -26.0989 -2.32158 1.53039
1.349 -26.1012 -2.32005 1.52868
1.35 -26.1036 -2.31852 1.52697
1.351 -26.1059 -2.31699 1.52526
1.352 -26.1082 -2.31547 1.52355
1.353 -26.1105 -2.31395 1.52185
1.354 -26.1128 -2.31243 1.52015
1.355 -26.1151 -2.31091 1.51845
1.356 -26.1174 -2.30939 1.51676
1.357 -26.1197 -2.30787 1.51507
1.358 -26.1221 -2.30636 1.51338
1.359 -26.1244 -2.30485 1.51169
1.36 -26.1267 -2.30334 1.51001
1.361 -26.129 -2.30183 1.50833
1.362 -26.1313 -2.30032 1.50665
1.363 -26.1336 -2.29881 1.50498
1.364 -26.1359 -2.29731 1.5033
1.365 -26.1382 -2.29581 1.50163
1.366 -26.1405 -2.29431 1.49997
1.367 -26.1427 -2.29281 1.4983
1.368 -26.145 -2.29131 1.49664
1.369 -26.1473 -2.28981 1.49498
1.37 -26.1496 -2.28832 1.49333
1.371 -26.1519 -2.28683 1.49167
1.372 -26.1542 -2.28534 1.49002
1.373 -26.1565 -2.28385 1.48837
1.374 -26.1588 -2.28236 1.48673
1.375 -26.161 -2.28087 1.48509
1.376 -26.1633 -2.27939 1.48345
1.377 -26.1656 -2.27791 1.48181
1.378 -26.1679 -2.27643 1.48017
1.379 -26.1702 -2.27495 1.47854
1.38 -26.1724 -2.27347 1.47691
1.381 -26.1747 -2.27199 1.47529
1.382 -26.177 -2.27052 1.47366
1.383 -26.1792 -2.26905 1.47204
1.384 -26.1815 -2.26757 1.47042
1.385 -26.1838 -2.2661 1.46881
1.386 -26.186 -2.26464 1.46719
1.387 -26.1883 -2.26317 1.46558
1.388 -26.1906 -2.26171 1.46397
1.389 -26.1928 -2.26024 1.46237
1.39 -26.1951 -2.25878 1.46077
1.391 -26.1973 -2.25732 1.45917
1.392 -26.1996 -2.25586 1.45757
1.393 -26.2019 -2.25441 1.45597
1.394 -26.2041 -2.25295 1.45438
1.395 -26.2064 -2.2515 1.45279
1.396 -26.2086 -2.25004 1.4512
1.397 -26.2109 -2.24859 1.44962
1.398 -26.2131 -2.24715 1.44804
1.399 -26.2154 -2.2457 1.44646
1.4 -26.2176 -2.24425 1.44488
1.401 -26.2198 -2.24281 1.44331
1.402 -26.2221 -2.24137 1.44174
1.403 -26.2243 -2.23992 1.44017
1.404 -26.2266 -2.23849 1.4386
1.405 -26.2288 -2.23705 1.43704
1.406 -26.231 -2.23561 1.43547
1.407 -26.2333 -2.23418 1.43392
1.408 -26.2355 -2.23274 1.43236
1.409 -26.2377 -2.23131 1.43081
1.41 -26.24 -2.22988 1.42925
1.411 -26.2422 -2.22845 1.42771
1.412 -26.2444 -2.22703 1.42616
1.413 -26.2467 -2.2256 1.42462
1.414 -26.2489 -2.22418 1.42308
1.415 -26.2511 -2.22276 1.42154
1.416 -26.2533 -2.22133 1.42
1.417 -26.2555 -2.21992 1.41847
1.418 -26.2578 -2.2185 1.41694
1.419 -26.26 -2.21708 1.41541
1.42 -26.2622 -2.21567 1.41388
1.421 -26.2644 -2.21425 1.41236
1.422 -26.2666 -2.21284 1.41084
1.423 -26.2688 -2.21143 1.40932
1.424 -26.2711 -2.21002 1.4078
1.425 -26.2733 -2.20862 1.40629
1.426 -26.2755 -2.20721 1.40478
1.427 -26.2777 -2.20581 1.40327
1.428 -26.2799 -2.2044 1.40176
1.429 -26.2821 -2.203 1.40026
1.43 -26.2843 -2.2016 1.39876
1.431 -26.2865 -2.20021 1.39726
1.432 -26.2887 -2.19881 1.39577
1.433 -26.2909 -2.19741 1.39427
1.434 -26.2931 -2.19602 1.39278
1.435 -26.2953 -2.19463 1.39129
1.436 -26.2975 -2.19324 1.38981
1.437 -26.2997 -2.19185 1.38832
1.438 -26.3019 -2.19046 1.38684
1.439 -26.304 -2.18908 1.38536
1.44 -26.3062 -2.18769 1.38388
1.441 -26.3084 -2.18631 1.38241
1.442 -26.3106 -2.18493 1.38094
1.443 -26.3128 -2.18355 1.37947
1.444 -26.315 -2.18217 1.378
1.445 -26.3172 -2.18079 1.37654
1.446 -26.3193 -2.17941 1.37508
1.447 -26.3215 -2.17804 1.37362
1.448 -26.3237 -2.17667 1.37216
1.449 -26.3259 -2.17529 1.3707
1.45 -26.328 -2.17392 1.36925
1.451 -26.3302 -2.17256 1.3678
1.452 -26.3324 -2.17119 1.36635
1.453 -26.3346 -2.16982 1.36491
1.454 -26.3367 -2.16846 1.36347
1.455 -26.3389 -2.1671 1.36202
1.456 -26.3411 -2.16574 1.36059
1.457 -26.3432 -2.16438 1.35915
1.458 -26.3454 -2.16302 1.35772
1.459 -26.3476 -2.16166 1.35629
1.46 -26.3497 -2.1603 1.35486
1.461 -26.3519 -2.15895 1.35343
1.462 -26.354 -2.1576 1.35201
1.463 -26.3562 -2.15625 1.35058
1.464 -26.3583 -2.1549 1.34917
1.465 -26.3605 -2.15355 1.34775
1.466 -26.3627 -2.1522 1.34633
1.467 -26.3648 -2.15086 1.34492
1.468 -26.367 -2.14951 1.34351
1.469 -26.3691 -2.14817 1.3421
1.47 -26.3712 -2.14683 1.3407
1.471 -26.3734 -2.14549 1.33929
1.472 -26.3755 -2.14415 1.33789
1.473 -26.3777 -2.14281 1.33649
1.474 -26.3798 -2.14148 1.3351
1.475 -26.382 -2.14014 1.3337
1.476 -26.3841 -2.13881 1.33231
1.477 -26.3862 -2.13748 1.33092
1.478 -26.3884 -2.13615 1.32954
1.479 -26.3905 -2.13482 1.32815
1.48 -26.3927 -2.13349 1.32677
1.481 -26.3948 -2.13216 1.32539
1.482 -26.3969 -2.13084 1.32401
1.483 -26.399 -2.12952 1.32263
1.484 -26.4012 -2.12819 1.32126
1.485 -26.4033 -2.12687 1.31989
1.486 -26.4054 -2.12555 1.31852
1.487 -26.4076 -2.12424 1.31715
1.488 -26.4097 -2.12292 1.31579
1.489 -26.4118 -2.1216 1.31443
1.49 -26.4139 -2.12029 1.31307
1.491 -26.416 -2.11898 1.31171
1.492 -26.4182 -2.11767 1.31035
1.493 -26.4203 -2.11636 1.309
1.494 -26.4224 -2.11505 1.30765
1.495 -26.4245 -2.11374 1.3063
1.496 -26.4266 -2.11244 1.30495
1.497 -26.4287 -2.11113 1.30361
1.498 -26.4308 -2.10983 1.30227
1.499 -26.4329 -2.10853 1.30093
1.5 -26.4351 -2.10723 1.29959
1.501 -26.4372 -2.10593 1.29825
1.502 -26.4393 -2.10463 1.29692
1.503 -26.4414 -2.10334 1.29559
1.504 -26.4435 -2.10204 1.29426
1.505 -26.4456 -2.10075 1.29293
1.506 -26.4477 -2.09945 1.29161
1.507 -26.4498 -2.09816 1.29028
1.508 -26.4519 -2.09687 1.28896
1.509 -26.454 -2.09559 1.28765
1.51 -26.4561 -2.0943 1.28633
1.511 -26.4582 -2.09301 1.28502
1.512 -26.4603 -2.09173 1.2837
1.513 -26.4623 -2.09045 1.28239
1.514 -26.4644 -2.08916 1.28109
1.515 -26.4665 -2.08788 1.27978
1.516 -26.4686 -2.0866 1.27848
1.517 -26.4707 -2.08533 1.27718
1.518 -26.4728 -2.08405 1.27588
1.519 -26.4749 -2.08277 1.27458
1.52 -26.4769 -2.0815 1.27329
1.521 -26.479 -2.08023 1.27199
1.522 -26.4811 -2.07896 1.2707
1.523 -26.4832 -2.07769 1.26941
1.524 -26.4853 -2.07642 1.26813
1.525 -26.4873 -2.07515 1.26684
1.526 -26.4894 -2.07388 1.26556
1.527 -26.4915 -2.07262 1.26428
1.528 -26.4936 -2.07136 1.263
1.529 -26.4956 -2.07009 1.26173
1.53 -26.4977 -2.06883 1.26046
1.531 -26.4998 -2.06757 1.25918
1.532 -26.5018 -2.06631 1.25791
1.533 -26.5039 -2.06506 1.25665
1.534 -26.506 -2.0638 1.25538
1.535 -26.508 -2.06255 1.25412
1.536 -26.5101 -2.06129 1.25286
1.537 -26.5121 -2.06004 1.2516
1.538 -26.5142 -2.05879 1.25034
1.539 -26.5163 -2.05754 1.24909
1.54 -26.5183 -2.05629 1.24783
1.541 -26.5204 -2.05504 1.24658
1.542 -26.5224 -2.0538 1.24533
1.543 -26.5245 -2.05255 1.24409
1.544 -26.5265 -2.05131 1.24284
1.545 -26.5286 -2.05007 1.2416
1.546 -26.5306 -2.04883 1.24036
1.547 -26.5327 -2.04759 1.23912
1.548 -26.5347 -2.04635 1.23788
1.549 -26.5368 -2.04511 1.23665
1.55 -26.5388 -2.04387 1.23542
1.551 -26.5409 -2.04264 1.23418
1.552 -26.5429 -2.04141 1.23296
1.553 -26.5449 -2.04017 1.23173
1.554 -26.547 -2.03894 1.2305
1.555 -26.549 -2.03771 1.22928
1.556 -26.5511 -2.03648 1.22806
1.557 -26.5531 -2.03526 1.22684
1.558 -26.5551 -2.03403 1.22563
1.559 -26.5572 -2.03281 1.22441
1.56 -26.5592 -2.03158 1.2232
1.561 -26.5612 -2.03036 1.22199
1.562 -26.5633 -2.02914 1.22078
1.563 -26.5653 -2.02792 1.21957
1.564 -26.5673 -2.0267 1.21837
1.565 -26.5693 -2.02548 1.21716
1.566 -26.5714 -2.02426 1.21596
1.567 -26.5734 -2.02305 1.21476
1.568 -26.5754 -2.02183 1.21357
1.569 -26.5774 -2.02062 1.21237
1.57 -26.5795 -2.01941 1.21118
1.571 -26.5815 -2.0182 1.20999
1.572 -26.5835 -2.01699 1.2088
1.573 -26.5855 -2.01578 1.20761
1.574 -26.5875 -2.01457 1.20643
1.575 -26.5895 -2.01337 1.20524
1.576 -26.5915 -2.01216 1.20406
1.577 -26.5936 -2.01096 1.20288
1.578 -26.5956 -2.00976 1.2017
1.579 -26.5976 -2.00856 1.20053
1.58 -26.5996 -2.00736 1.19935
1.581 -26.6016 -2.00616 1.19818
1.582 -26.6036 -2.00496 1.19701
1.583 -26.6056 -2.00376 1.19584
1.584 -26.6076 -2.00257 1.19468
1.585 -26.6096 -2.00138 1.19351
1.586 -26.6116 -2.00018 1.19235
1.587 -26.6136 -1.99899 1.19119
1.588 -26.6156 -1.9978 1.19003
1.589 -26.6176 -1.99661 1.18887
1.59 -26.6196 -1.99542 1.18772
1.591 -26.6216 -1.99424 1.18657
1.592 -26.6236 -1.99305 1.18542
1.593 -26.6256 -1.99186 1.18427
1.594 -26.6276 -1.99068 1.18312
1.595 -26.6296 -1.9895 1.18197
1.596 -26.6316 -1.98832 1.18083
1.597 -26.6335 -1.98714 1.17969
1.598 -26.6355 -1.98596 1.17855
1.599 -26.6375 -1.98478 1.17741
1.6 -26.6395 -1.9836 1.17627
1.601 -26.6415 -1.98243 1.17514
1.602 -26.6435 -1.98125 1.17401
1.603 -26.6454 -1.98008 1.17287
1.604 -26.6474 -1.97891 1.17175
1.605 -26.6494 -1.97774 1.17062
1.606 -26.6514 -1.97657 1.16949
1.607 -26.6534 -1.9754 1.16837
1.608 -26.6553 -1.97423 1.16725
1.609 -26.6573 -1.97306 1.16613
1.61 -26.6593 -1.9719 1.16501
1.611 -26.6612 -1.97073 1.16389
1.612 -26.6632 -1.96957 1.16278
1.613 -26.6652 -1.96841 1.16167
1.614 -26.6672 -1.96725 1.16055
1.615 -26.6691 -1.96609 1.15945
1.616 -26.6711 -1.96493 1.15834
1.617 -26.673 -1.96377 1.15723
1.618 -26.675 -1.96261 1.15613
1.619 -26.677 -1.96146 1.15503
1.62 -26.6789 -1.9603 1.15393
1.621 -26.6809 -1.95915 1.15283
1.622 -26.6829 -1.958 1.15173
1.623 -26.6848 -1.95684 1.15064
1.624 -26.6868 -1.95569 1.14954
1.625 -26.6887 -1.95455 1.14845
1.626 -26.6907 -1.9534 1.14736
1.627 -26.6926 -1.95225 1.14627
1.628 -26.6946 -1.95111 1.14519
1.629 -26.6965 -1.94996 1.1441
1.63 -26.6985 -1.94882 1.14302
1.631 -26.7004 -1.94767 1.14194
1.632 -26.7024 -1.94653 1.14086
1.633 -26.7043 -1.94539 1.13978
1.634 -26.7063 -1.94425 1.13871
1.635 -26.7082 -1.94312 1.13763
1.636 -26.7102 -1.94198 1.13656
1.637 -26.7121 -1.94084 1.13549
1.638 -26.714 -1.93971 1.13442
1.639 -26.716 -1.93857 1.13335
1.64 -26.7179 -1.93744 1.13229
1.641 -26.7198 -1.93631 1.13122
1.642 -26.7218 -1.93518 1.13016
1.643 -26.7237 -1.93405 1.1291
1.644 -26.7257 -1.93292 1.12804
1.645 -26.7276 -1.93179 1.12699
1.646 -26.7295 -1.93067 1.12593
1.647 -26.7314 -1.92954 1.12488
1.648 -26.7334 -1.92842 1.12382
1.649 -26.7353 -1.92729 1.12277
1.65 -26.7372 -1.92617 1.12173
1.651 -26.7392 -1.92505 1.12068
1.652 -26.7411 -1.92393 1.11963
1.653 -26.743 -1.92281 1.11859
1.654 -26.7449 -1.92169 1.11755
1.655 -26.7468 -1.92058 1.11651
1.656 -26.7488 -1.91946 1.11547
1.657 -26.7507 -1.91834 1.11443
1.658 -26.7526 -1.91723 1.1134
1.659 -26.7545 -1.91612 1.11236
1.66 -26.7564 -1.91501 1.11133
1.661 -26.7583 -1.91389 1.1103
1.662 -26.7603 -1.91279 1.10927
1.663 -26.7622 -1.91168 1.10824
1.664 -26.7641 -1.91057 1.10722
1.665 -26.766 -1.90946 1.1062
1.666 -26.7679 -1.90836 1.10517
1.667 -26.7698 -1.90725 1.10415
1.668 -26.7717 -1.90615 1.10313
1.669 -26.7736 -1.90505 1.10212
1.67 -26.7755 -1.90394 1.1011
1.671 -26.7774 -1.90284 1.10009
1.672 -26.7793 -1.90174 1.09907
1.673 -26.7812 -1.90064 1.09806
1.674 -26.7831 -1.89955 1.09705
1.675 -26.785 -1.89845 1.09605
1.676 -26.7869 -1.89736 1.09504
1.677 -26.7888 -1.89626 1.09404
1.678 -26.7907 -1.89517 1.09303
1.679 -26.7926 -1.89407 1.09203
1.68 -26.7945 -1.89298 1.09103
1.681 -26.7964 -1.89189 1.09003
1.682 -26.7983 -1.8908 1.08904
1.683 -26.8002 -1.88971 1.08804
1.684 -26.8021 -1.88863 1.08705
1.685 -26.804 -1.88754 1.08606
1.686 -26.8059 -1.88645 1.08507
1.687 -26.8077 -1.88537 1.08408
1.688 -26.8096 -1.88429 1.08309
1.689 -26.8115 -1.8832 1.0821
1.69 -26.8134 -1.88212 1.08112
1.691 -26.8153 -1.88104 1.08014
1.692 -26.8172 -1.87996 1.07916
1.693 -26.819 -1.87888 1.07818
1.694 -26.8209 -1.87781 1.0772
1.695 -26.8228 -1.87673 1.07622
1.696 -26.8247 -1.87565 1.07525
1.697 -26.8265 -1.87458 1.07427
1.698 -26.8284 -1.8735 1.0733
1.699 -26.8303 -1.87243 1.07233
1.7 -26.8322 -1.87136 1.07136
1.701 -26.834 -1.87029 1.0704
1.702 -26.8359 -1.86922 1.06943
1.703 -26.8378 -1.86815 1.06847
1.704 -26.8396 -1.86708 1.0675
1.705 -26.8415 -1.86602 1.06654
1.706 -26.8434 -1.86495 1.06558
1.707 -26.8452 -1.86388 1.06462
1.708 -26.8471 -1.86282 1.06367
1.709 -26.849 -1.86176 1.06271
1.71 -26.8508 -1.86069 1.06176
1.711 -26.8527 -1.85963 1.06081
1.712 -26.8545 -1.85857 1.05986
1.713 -26.8564 -1.85751 1.05891
1.714 -26.8583 -1.85646 1.05796
1.715 -26.8601 -1.8554 1.05701
1.716 -26.862 -1.85434 1.05607
1.717 -26.8638 -1.85329 1.05512
1.718 -26.8657 -1.85223 1.05418
1.719 -26.8675 -1.85118 1.05324
1.72 -26.8694 -1.85012 1.0523
1.721 -26.8712 -1.84907 1.05137
1.722 -26.8731 -1.84802 1.05043
1.723 -26.8749 -1.84697 1.0495
1.724 -26.8768 -1.84592 1.04856
1.725 -26.8786 -1.84487 1.04763
1.726 -26.8805 -1.84383 1.0467
1.727 -26.8823 -1.84278 1.04577
1.728 -26.8841 -1.84174 1.04484
1.729 -26.886 -1.84069 1.04392
1.73 -26.8878 -1.83965 1.04299
1.731 -26.8897 -1.83861 1.04207
1.732 -26.8915 -1.83756 1.04115
1.733 -26.8933 -1.83652 1.04023
1.734 -26.8952 -1.83548 1.03931
1.735 -26.897 -1.83444 1.03839
1.736 -26.8988 -1.83341 1.03748
1.737 -26.9007 -1.83237 1.03656
1.738 -26.9025 -1.83133 1.03565
1.739 -26.9043 -1.8303 1.03474
1.74 -26.9062 -1.82926 1.03383
1.741 -26.908 -1.82823 1.03292
1.742 -26.9098 -1.8272 1.03201
1.743 -26.9116 -1.82617 1.03111
1.744 -26.9135 -1.82514 1.0302
1.745 -26.9153 -1.82411 1.0293
1.746 -26.9171 -1.82308 1.0284
1.747 -26.9189 -1.82205 1.0275
1.748 -26.9208 -1.82102 1.0266
1.749 -26.9226 -1.82 1.0257
1.75 -26.9244 -1.81897 1.0248
1.751 -26.9262 -1.81795 1.02391
1.752 -26.928 -1.81692 1.02302
1.753 -26.9299 -1.8159 1.02212
1.754 -26.9317 -1.81488 1.02123
1.755 -26.9335 -1.81386 1.02034
1.756 -26.9353 -1.81284 1.01945
1.757 -26.9371 -1.81182 1.01857
1.758 -26.9389 -1.8108 1.01768
1.759 -26.9407 -1.80978 1.0168
1.76 -26.9425 -1.80877 1.01592
1.761 -26.9444 -1.80775 1.01503
1.762 -26.9462 -1.80674 1.01416
1.763 -26.948 -1.80572 1.01328
1.764 -26.9498 -1.80471 1.0124
1.765 -26.9516 -1.8037 1.01152
1.766 -26.9534 -1.80269 1.01065
1.767 -26.9552 -1.80168 1.00978
1.768 -26.957 -1.80067 1.0089
1.769 -26.9588 -1.79966 1.00803
1.77 -26.9606 -1.79865 1.00716
1.771 -26.9624 -1.79765 1.0063
1.772 -26.9642 -1.79664 1.00543
1.773 -26.966 -1.79563 1.00456
1.774 -26.9678 -1.79463 1.0037
1.775 -26.9696 -1.79363 1.00284
1.776 -26.9714 -1.79262 1.00198
1.777 -26.9731 -1.79162 1.00112
1.778 -26.9749 -1.79062 1.00026
1.779 -26.9767 -1.78962 0.9994
1.78 -26.9785 -1.78862 0.998544
1.781 -26.9803 -1.78763 0.99769
1.782 -26.9821 -1.78663 0.996836
1.783 -26.9839 -1.78563 0.995984
1.784 -26.9857 -1.78464 0.995133
1.785 -26.9874 -1.78364 0.994283
1.786 -26.9892 -1.78265 0.993435
1.787 -26.991 -1.78166 0.992588
1.788 -26.9928 -1.78066 0.991742
1.789 -26.9946 -1.77967 0.990898
1.79 -26.9964 -1.77868 0.990055
1.791 -26.9981 -1.77769 0.989213
1.792 -26.9999 -1.7767 0.988372
1.793 -27.0017 -1.77571 0.987533
1.794 -27.0035 -1.77473 0.986694
1.795 -27.0052 -1.77374 0.985858
1.796 -27.007 -1.77276 0.985022
1.797 -27.0088 -1.77177 0.984188
1.798 -27.0106 -1.77079 0.983354
1.799 -27.0123 -1.7698 0.982523
1.8 -27.0141 -1.76882 0.981692
1.801 -27.0159 -1.76784 0.980863
1.802 -27.0176 -1.76686 0.980035
1.803 -27.0194 -1.76588 0.979208
1.804 -27.0212 -1.7649 0.978382
1.805 -27.0229 -1.76392 0.977558
1.806 -27.0247 -1.76295 0.976735
1.807 -27.0264 -1.76197 0.975913
1.808 -27.0282 -1.761 0.975092
1.809 -27.03 -1.76002 0.974273
1.81 -27.0317 -1.75905 0.973454
1.811 -27.0335 -1.75807 0.972637
1.812 -27.0352 -1.7571 0.971822
1.813 -27.037 -1.75613 0.971007
1.814 -27.0388 -1.75516 0.970194
1.815 -27.0405 -1.75419 0.969382
1.816 -27.0423 -1.75322 0.968571
1.817 -27.044 -1.75225 0.967761
1.818 -27.0458 -1.75129 0.966952
1.819 -27.0475 -1.75032 0.966145
1.82 -27.0493 -1.74935 0.965339
1.821 -27.051 -1.74839 0.964534
1.822 -27.0528 -1.74742 0.96373
1.823 -27.0545 -1.74646 0.962928
1.824 -27.0563 -1.7455 0.962127
1.825 -27.058 -1.74454 0.961327
1.826 -27.0598 -1.74358 0.960528
1.827 -27.0615 -1.74262 0.95973
1.828 -27.0632 -1.74166 0.958933
1.829 -27.065 -1.7407 0.958138
1.83 -27.0667 -1.73974 0.957344
1.831 -27.0685 -1.73878 0.956551
1.832 -27.0702 -1.73783 0.955759
1.833 -27.0719 -1.73687 0.954968
1.834 -27.0737 -1.73592 0.954179
1.835 -27.0754 -1.73496 0.95339
1.836 -27.0771 -1.73401 0.952603
1.837 -27.0789 -1.73306 0.951817
1.838 -27.0806 -1.73211 0.951032
1.839 -27.0823 -1.73116 0.950248
1.84 -27.0841 -1.73021 0.949466
1.841 -27.0858 -1.72926 0.948684
1.842 -27.0875 -1.72831 0.947904
1.843 -27.0893 -1.72736 0.947125
1.844 -27.091 -1.72641 0.946347
1.845 -27.0927 -1.72547 0.94557
1.846 -27.0944 -1.72452 0.944794
1.847 -27.0962 -1.72358 0.94402
1.848 -27.0979 -1.72263 0.943247
1.849 -27.0996 -1.72169 0.942474
1.85 -27.1013 -1.72075 0.941703
1.851 -27.103 -1.71981 0.940933
1.852 -27.1048 -1.71887 0.940164
1.853 -27.1065 -1.71793 0.939396
1.854 -27.1082 -1.71699 0.93863
1.855 -27.1099 -1.71605 0.937864
1.856 -27.1116 -1.71511 0.9371
1.857 -27.1133 -1.71418 0.936336
1.858 -27.1151 -1.71324 0.935574
1.859 -27.1168 -1.71231 0.934813
1.86 -27.1185 -1.71137 0.934053
1.861 -27.1202 -1.71044 0.933294
1.862 -27.1219 -1.7095 0.932537
1.863 -27.1236 -1.70857 0.93178
1.864 -27.1253 -1.70764 0.931024
1.865 -27.127 -1.70671 0.93027
1.866 -27.1287 -1.70578 0.929517
1.867 -27.1304 -1.70485 0.928764
1.868 -27.1321 -1.70392 0.928013
1.869 -27.1338 -1.703 0.927263
1.87 -27.1355 -1.70207 0.926514
1.871 -27.1373 -1.70114 0.925766
1.872 -27.139 -1.70022 0.925019
1.873 -27.1407 -1.69929 0.924274
1.874 -27.1424 -1.69837 0.923529
1.875 -27.144 -1.69745 0.922785
1.876 -27.1457 -1.69652 0.922043
1.877 -27.1474 -1.6956 0.921301
1.878 -27.1491 -1.69468 0.920561
1.879 -27.1508 -1.69376 0.919821
1.88 -27.1525 -1.69284 0.919083
1.881 -27.1542 -1.69192 0.918346
1.882 -27.1559 -1.691 0.91761
1.883 -27.1576 -1.69009 0.916875
1.884 -27.1593 -1.68917 0.916141
1.885 -27.161 -1.68825 0.915408
1.886 -27.1627 -1.68734 0.914676
1.887 -27.1644 -1.68643 0.913945
1.888 -27.166 -1.68551 0.913215
1.889 -27.1677 -1.6846 0.912486
1.89 -27.1694 -1.68369 0.911759
1.891 -27.1711 -1.68278 0.911032
1.892 -27.1728 -1.68186 0.910306
1.893 -27.1745 -1.68095 0.909582
1.894 -27.1761 -1.68005 0.908858
1.895 -27.1778 -1.67914 0.908136
1.896 -27.1795 -1.67823 0.907414
1.897 -27.1812 -1.67732 0.906694
1.898 -27.1828 -1.67642 0.905974
1.899 -27.1845 -1.67551 0.905256
1.9 -27.1862 -1.67461 0.904538
1.901 -27.1879 -1.6737 0.903822
1.902 -27.1895 -1.6728 0.903106
1.903 -27.1912 -1.67189 0.902392
1.904 -27.1929 -1.67099 0.901679
1.905 -27.1946 -1.67009 0.900966
1.906 -27.1962 -1.66919 0.900255
1.907 -27.1979 -1.66829 0.899545
1.908 -27.1996 -1.66739 0.898835
1.909 -27.2012 -1.66649 0.898127
1.91 -27.2029 -1.6656 0.89742
1.911 -27.2046 -1.6647 0.896713
1.912 -27.2062 -1.6638 0.896008
1.913 -27.2079 -1.66291 0.895304
1.914 -27.2096 -1.66201 0.8946
1.915 -27.2112 -1.66112 0.893898
1.916 -27.2129 -1.66022 0.893197
1.917 -27.2145 -1.65933 0.892496
1.918 -27.2162 -1.65844 0.891797
1.919 -27.2179 -1.65755 0.891099
1.92 -27.2195 -1.65666 0.890401
1.921 -27.2212 -1.65577 0.889705
1.922 -27.2228 -1.65488 0.889009
1.923 -27.2245 -1.65399 0.888315
1.924 -27.2261 -1.6531 0.887621
1.925 -27.2278 -1.65221 0.886929
1.926 -27.2294 -1.65133 0.886237
1.927 -27.2311 -1.65044 0.885547
1.928 -27.2327 -1.64956 0.884857
1.929 -27.2344 -1.64867 0.884168
1.93 -27.236 -1.64779 0.883481
1.931 -27.2377 -1.6469 0.882794
1.932 -27.2393 -1.64602 0.882108
1.933 -27.241 -1.64514 0.881423
1.934 -27.2426 -1.64426 0.880739
1.935 -27.2443 -1.64338 0.880057
1.936 -27.2459 -1.6425 0.879375
1.937 -27.2475 -1.64162 0.878694
1.938 -27.2492 -1.64074 0.878013
1.939 -27.2508 -1.63986 0.877334
1.94 -27.2525 -1.63899 0.876656
1.941 -27.2541 -1.63811 0.875979
1.942 -27.2557 -1.63723 0.875303
1.943 -27.2574 -1.63636 0.874627
1.944 -27.259 -1.63549 0.873953
1.945 -27.2606 -1.63461 0.873279
1.946 -27.2623 -1.63374 0.872607
1.947 -27.2639 -1.63287 0.871935
1.948 -27.2655 -1.63199 0.871264
1.949 -27.2672 -1.63112 0.870594
1.95 -27.2688 -1.63025 0.869926
1.951 -27.2704 -1.62938 0.869258
1.952 -27.2721 -1.62852 0.868591
1.953 -27.2737 -1.62765 0.867924
1.954 -27.2753 -1.62678 0.867259
1.955 -27.277 -1.62591 0.866595
1.956 -27.2786 -1.62505 0.865932
1.957 -27.2802 -1.62418 0.865269
1.958 -27.2818 -1.62332 0.864608
1.959 -27.2834 -1.62245 0.863947
1.96 -27.2851 -1.62159 0.863287
1.961 -27.2867 -1.62072 0.862628
1.962 -27.2883 -1.61986 0.86197
1.963 -27.2899 -1.619 0.861313
1.964 -27.2916 -1.61814 0.860657
1.965 -27.2932 -1.61728 0.860002
1.966 -27.2948 -1.61642 0.859348
1.967 -27.2964 -1.61556 0.858694
1.968 -27.298 -1.6147 0.858042
1.969 -27.2996 -1.61384 0.85739
1.97 -27.3012 -1.61299 0.856739
1.971 -27.3029 -1.61213 0.856089
1.972 -27.3045 -1.61128 0.85544
1.973 -27.3061 -1.61042 0.854792
1.974 -27.3077 -1.60957 0.854145
1.975 -27.3093 -1.60871 0.853498
1.976 -27.3109 -1.60786 0.852853
1.977 -27.3125 -1.60701 0.852208
1.978 -27.3141 -1.60615 0.851564
1.979 -27.3157 -1.6053 0.850922
1.98 -27.3173 -1.60445 0.85028
1.981 -27.3189 -1.6036 0.849638
1.982 -27.3205 -1.60275 0.848998
1.983 -27.3221 -1.6019 0.848359
1.984 -27.3237 -1.60106 0.84772
1.985 -27.3253 -1.60021 0.847082
1.986 -27.3269 -1.59936 0.846446
1.987 -27.3285 -1.59852 0.84581
1.988 -27.3301 -1.59767 0.845174
1.989 -27.3317 -1.59683 0.84454
1.99 -27.3333 -1.59598 0.843907
1.991 -27.3349 -1.59514 0.843274
1.992 -27.3365 -1.5943 0.842642
1.993 -27.3381 -1.59345 0.842011
1.994 -27.3397 -1.59261 0.841381
1.995 -27.3413 -1.59177 0.840752
1.996 -27.3429 -1.59093 0.840124
1.997 -27.3445 -1.59009 0.839496
1.998 -27.3461 -1.58925 0.83887
1.999 -27.3477 -1.58841 0.838244
2 -27.3493 -1.58757 0.837619
